dataset,fig,encoding,file,rec_tag,n_nodes_orig,n_edges_orig,n_nodes_Gp,n_edges_Gp,n_dim,top_k,max_total,max_alerts,v4_scale,runtime_s,n_gt,n_alerts,alert_TP,alert_P,node_cov,F1_alert,best_F1_alert,best_b,node_best_f1,node_auc,F1_alert@1,F1_alert@2,F1_alert@3,F1_alert@5,F1_alert@10,F1_alert@20
e5_cadets,tered,none,bin.6@400000,at400000,24507,370937,23849,313030,13,100,250,20,raw,5.1,10,3,0,0.0,0.0,0.0,0.0,0,0.0016,0.5756,0.0,0.0,0.0,,,
e5_cadets,tered,rate,bin.6@400000,at400000,24507,370937,23849,313030,29,100,250,20,raw,5.8,10,20,2,0.1,0.8,0.1778,0.75,1,0.0071,0.8418,0.75,0.5455,0.7273,0.5333,0.32,0.1778
